lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label
0,0,0,-0.055826038,-0.08185029,-0.021495866,-0.091585279,-0.163061917,-0.033495485,-0.064384192,-0.219797552,-0.045448131,-0.01478228,-0.217869222,-0.054171155,-0.039733827,-0.275948465,-0.025119875,-0.044665247,-0.396629453,-0.062022335,-0.049271464,-0.462153256,-0.089761293,-0.049070656,-0.521489024,-0.109627842,0.006925166,-0.251528144,-0.032183896,0.022494376,-0.315058082,-0.082275151,0.000877202,-0.228403687,-0.096028714,-0.013681203,-0.172959685,-0.094735852,0.049063742,-0.218949676,-0.042873005,0.062586665,-0.265809059,-0.081168516,0.03318125,-0.188833237,-0.07046569,0.012973249,-0.146070361,-0.052644084,0.078105748,-0.171051979,-0.057044468,0.093649507,-0.209079921,-0.073606244,0.064403594,-0.167274177,-0.058860998,0.044836104,-0.139708221,-0.042312897,move
0,0,0,-0.055216879,-0.08196038,-0.02177043,-0.091009825,-0.162151694,-0.03405583,-0.063766539,-0.219173372,-0.046297834,-0.013231128,-0.216587305,-0.055206873,-0.03964296,-0.276042759,-0.024769923,-0.04435575,-0.396412551,-0.061947671,-0.04864651,-0.461836576,-0.090227001,-0.048686236,-0.520731747,-0.110511721,0.006741375,-0.251612484,-0.03173025,0.021815389,-0.314468026,-0.081948758,0.001710385,-0.228220224,-0.09607257,-0.012358159,-0.172265172,-0.095022582,0.049184412,-0.219484985,-0.042434436,0.062582821,-0.265085101,-0.080386691,0.033505172,-0.1882568,-0.069989652,0.012614101,-0.14534992,-0.052466453,0.077735275,-0.172241449,-0.056786679,0.092914432,-0.207341552,-0.073254973,0.06362763,-0.165738642,-0.059131228,0.043988556,-0.138741195,-0.04306848,move
0,0,0,-0.054390877,-0.084239542,-0.020318349,-0.091440231,-0.165551543,-0.032531237,-0.065333515,-0.224834979,-0.045202495,-0.01532802,-0.217323303,-0.054779836,-0.038657367,-0.279234856,-0.022891755,-0.043916285,-0.399635613,-0.0590388,-0.048538327,-0.464980006,-0.086913587,-0.049806416,-0.523103505,-0.107138836,0.006631911,-0.254472673,-0.030285887,0.019855499,-0.31656,-0.080244513,0.000408649,-0.23072958,-0.094768861,-0.014125526,-0.174421787,-0.09385422,0.04891634,-0.221485138,-0.041130071,0.061041951,-0.266819,-0.078552411,0.032917678,-0.191652358,-0.068978467,0.010874391,-0.147996247,-0.051850287,0.076520145,-0.173457205,-0.055448999,0.091591835,-0.208667755,-0.071353362,0.062820911,-0.169190407,-0.057559324,0.04275018,-0.142001092,-0.04158161,move
0,0,0,-0.055112034,-0.082071364,-0.020323814,-0.090956181,-0.164339304,-0.033341549,-0.064445674,-0.221951067,-0.047190055,-0.015508503,-0.218558073,-0.058436859,-0.038101584,-0.277927607,-0.024841506,-0.043585539,-0.397854686,-0.060619633,-0.04815498,-0.463494718,-0.087164096,-0.048594534,-0.522512853,-0.106460958,0.00779146,-0.253592253,-0.033104777,0.022129118,-0.316913217,-0.083252146,0.000895262,-0.232173204,-0.097019128,-0.013835341,-0.176564932,-0.0956766,0.049761236,-0.219993114,-0.044707108,0.061830878,-0.265749216,-0.083129458,0.032403767,-0.191093862,-0.072781406,0.011821389,-0.14774251,-0.05523568,0.078605533,-0.171327829,-0.059656996,0.091960073,-0.208358467,-0.07659953,0.062037766,-0.167573631,-0.062415018,0.042394519,-0.140007615,-0.04631621,move
0,0,0,-0.054836899,-0.083338916,-0.021501001,-0.091798544,-0.165701628,-0.033984217,-0.063452363,-0.221771061,-0.046560134,-0.012955546,-0.208905637,-0.056196253,-0.036443949,-0.279637158,-0.025479527,-0.042057276,-0.399972379,-0.060758534,-0.047096848,-0.465034366,-0.087501235,-0.049321294,-0.523020357,-0.107070118,0.008690178,-0.253733814,-0.032680809,0.020134091,-0.312225461,-0.08149141,-0.000755429,-0.226575732,-0.095347553,-0.015813649,-0.170961976,-0.094302408,0.050301313,-0.220207274,-0.043468173,0.061853409,-0.263103306,-0.080235973,0.032981515,-0.189649463,-0.071983769,0.010179043,-0.148235381,-0.056108489,0.077278793,-0.171743214,-0.057760629,0.090015054,-0.206411719,-0.072997346,0.061606884,-0.167087317,-0.059833035,0.042041302,-0.139785349,-0.044694919,move
0,0,0,-0.05467695,-0.082787454,-0.021096989,-0.091576934,-0.165196896,-0.033548606,-0.064992905,-0.224110663,-0.046307997,-0.014833033,-0.212158859,-0.056044218,-0.036294818,-0.278325766,-0.024770661,-0.041450799,-0.399890393,-0.061170285,-0.047235698,-0.465365291,-0.088881251,-0.04968223,-0.523562193,-0.108935249,0.007487357,-0.252339721,-0.031956182,0.019814193,-0.311000526,-0.081184071,-0.001209199,-0.225169063,-0.095246968,-0.016253799,-0.170868397,-0.094496173,0.048968136,-0.219571114,-0.042761181,0.06216532,-0.264684558,-0.079721128,0.032485247,-0.189880431,-0.070860748,0.009083271,-0.14860487,-0.054697555,0.075909913,-0.172065616,-0.057100025,0.090091705,-0.207549274,-0.072050733,0.060947299,-0.167137146,-0.058234827,0.041099429,-0.139707685,-0.042710599,move
0,0,0,-0.053964972,-0.084530652,-0.020054618,-0.090375185,-0.166379869,-0.031516355,-0.063963324,-0.225161672,-0.04334905,-0.013424039,-0.215183854,-0.052107908,-0.035481602,-0.276808262,-0.024110547,-0.040807337,-0.39858821,-0.061090637,-0.046196163,-0.464267969,-0.08922669,-0.047686994,-0.522547871,-0.109443281,0.008543134,-0.251295149,-0.0314628,0.021921575,-0.31198433,-0.080578145,0.001247168,-0.226132393,-0.094173629,-0.013589352,-0.170695901,-0.093087133,0.050196767,-0.218367755,-0.042414122,0.063131809,-0.263463914,-0.078904052,0.033792198,-0.188707411,-0.069232684,0.011013806,-0.147190452,-0.052586329,0.076577008,-0.169935405,-0.056899995,0.091252387,-0.204726398,-0.071710904,0.061415255,-0.164691567,-0.057624713,0.041189253,-0.137896478,-0.041918967,move
0,0,0,-0.053928018,-0.085451305,-0.021065834,-0.089566618,-0.166693985,-0.033336514,-0.063931435,-0.225087464,-0.045833808,-0.014371753,-0.218167663,-0.055289832,-0.034754038,-0.278067827,-0.02432778,-0.040517926,-0.399644405,-0.061362316,-0.045627594,-0.465684742,-0.089762174,-0.046713173,-0.52438429,-0.110121154,0.009512007,-0.252750874,-0.031055651,0.022087455,-0.314862996,-0.080138721,0.001693964,-0.229383826,-0.094144874,-0.012713909,-0.17365253,-0.093161971,0.051145911,-0.220036983,-0.041450904,0.063117921,-0.265963495,-0.077840038,0.033667207,-0.191934347,-0.068467089,0.011291683,-0.150018036,-0.051808518,0.077738345,-0.17256248,-0.055427817,0.091053665,-0.208234549,-0.070217327,0.061511815,-0.169450879,-0.056440697,0.042117417,-0.143193901,-0.040788994,move
0,0,0,-0.05421263,-0.083381772,-0.021148824,-0.090621859,-0.166454554,-0.032071772,-0.064020872,-0.225107014,-0.042822796,-0.014214903,-0.219129622,-0.050264354,-0.037093341,-0.278481841,-0.024422405,-0.041858882,-0.400169283,-0.060405492,-0.045923561,-0.46588695,-0.087922453,-0.045871854,-0.525028318,-0.10777422,0.007934034,-0.253531873,-0.031159266,0.023874104,-0.31507504,-0.079119287,0.002960622,-0.230144441,-0.092805541,-0.012963653,-0.174863756,-0.092058978,0.049265027,-0.221883178,-0.041585285,0.063271403,-0.266605377,-0.077833488,0.033329785,-0.191768587,-0.068833097,0.010395944,-0.15041995,-0.052823997,0.076865733,-0.175209641,-0.05557458,0.091475844,-0.209945917,-0.070626482,0.062679708,-0.170009196,-0.057147517,0.04240793,-0.143264532,-0.041994172,move
0,0,0,-0.054376125,-0.08259201,-0.020859758,-0.090648562,-0.165542006,-0.032134325,-0.064936638,-0.22282809,-0.043434013,-0.015188366,-0.218624711,-0.051449482,-0.036863506,-0.279326797,-0.025302483,-0.041190356,-0.399939388,-0.062338312,-0.045807183,-0.464938462,-0.090282634,-0.046831638,-0.524196416,-0.110299804,0.008084059,-0.253611565,-0.03250352,0.024664104,-0.314210206,-0.081523188,0.003567457,-0.227444232,-0.095070296,-0.012410969,-0.173039258,-0.094026737,0.049469888,-0.22054863,-0.04334084,0.063687444,-0.265290797,-0.081110955,0.033999622,-0.188874066,-0.071592615,0.011638105,-0.148228586,-0.054855675,0.07689786,-0.17258364,-0.057575077,0.091660082,-0.2082026,-0.073898465,0.062494338,-0.166378796,-0.059897859,0.042225301,-0.139461279,-0.044051204,move
0,0,0,-0.055097431,-0.084953666,-0.020499399,-0.090637892,-0.165148735,-0.033174239,-0.065884322,-0.225019097,-0.046435237,-0.015453428,-0.222241998,-0.056660316,-0.037470579,-0.278739065,-0.022839035,-0.042829007,-0.399367034,-0.060383428,-0.047488749,-0.465739638,-0.089096449,-0.047433347,-0.524404407,-0.109611064,0.007168233,-0.254315197,-0.029989207,0.021637917,-0.318608433,-0.080089755,0.001882017,-0.232014239,-0.094070129,-0.012306094,-0.173809052,-0.092801533,0.049624801,-0.220874488,-0.040811922,0.062345982,-0.26800549,-0.077990748,0.033293545,-0.192106366,-0.067058675,0.011955082,-0.148333669,-0.049154833,0.07712996,-0.171650589,-0.055180639,0.091962695,-0.209018707,-0.070572532,0.06166625,-0.16870302,-0.055868417,0.042108655,-0.141803563,-0.039444662,move
0,0,0,-0.054962844,-0.081704199,-0.02057692,-0.091230482,-0.162349522,-0.033050954,-0.067119718,-0.223411679,-0.045917503,-0.016727,-0.221800506,-0.055594414,-0.037576586,-0.275444448,-0.025251176,-0.042650372,-0.397503138,-0.062686067,-0.047258943,-0.463323057,-0.090822678,-0.047664046,-0.522104383,-0.110871624,0.007292032,-0.251037896,-0.032635692,0.022474408,-0.31234321,-0.082724463,0.002247989,-0.226194084,-0.096327748,-0.012630194,-0.169733524,-0.094899181,0.049111784,-0.218744338,-0.043557059,0.062200665,-0.2632128,-0.081293795,0.03317064,-0.187596917,-0.070690211,0.011835456,-0.14478004,-0.053029656,0.076710701,-0.171228349,-0.057961855,0.091448426,-0.205895483,-0.074127841,0.062164605,-0.164955556,-0.059740994,0.042768896,-0.137503028,-0.043405171,move
0,0,0,-0.05474925,-0.084446192,-0.02066012,-0.090453029,-0.16781342,-0.031947443,-0.0627563,-0.227076411,-0.043162008,-0.011992037,-0.223316669,-0.051258565,-0.036812246,-0.278159738,-0.024002404,-0.041544348,-0.398892105,-0.060412688,-0.046217024,-0.464379549,-0.088045297,-0.046689272,-0.522968233,-0.108076987,0.008917272,-0.253281474,-0.031201353,0.023519754,-0.319654882,-0.080542651,0.002304792,-0.232511699,-0.093745497,-0.012557864,-0.174998224,-0.092198362,0.050830185,-0.219946802,-0.041999025,0.063244641,-0.268966675,-0.079420773,0.034102619,-0.191597044,-0.068242696,0.013303697,-0.147718787,-0.050291901,0.078818679,-0.170291185,-0.056244084,0.092854023,-0.210431218,-0.072374423,0.063242614,-0.168670118,-0.057450422,0.043711662,-0.140427828,-0.040981652,move
0,0,0,-0.055431336,-0.082502902,-0.020653871,-0.09113729,-0.163697243,-0.032874999,-0.066475242,-0.223989546,-0.045460632,-0.016619295,-0.223414123,-0.054859669,-0.040188432,-0.277182966,-0.023771945,-0.045160323,-0.398664564,-0.060752837,-0.048864126,-0.464566261,-0.088786581,-0.048279285,-0.523311466,-0.108920292,0.005907238,-0.253528833,-0.030996909,0.021808505,-0.316128254,-0.081198567,0.00196135,-0.228651822,-0.094711655,-0.013061315,-0.170451045,-0.09308693,0.048650861,-0.22082305,-0.04186015,0.062345326,-0.266425848,-0.079449454,0.033233583,-0.190266311,-0.068286778,0.011494994,-0.146176279,-0.050259711,0.077193141,-0.172115803,-0.056277481,0.092217445,-0.206925869,-0.072811024,0.062703431,-0.166847348,-0.058599183,0.042689502,-0.139817178,-0.042368831,move
0,0,0,-0.054772973,-0.08209151,-0.020443363,-0.091068327,-0.163684428,-0.032637889,-0.065749168,-0.224127889,-0.045238542,-0.01581201,-0.223183811,-0.054672538,-0.037482679,-0.276986957,-0.024519669,-0.042618871,-0.398418218,-0.061610462,-0.047411859,-0.464371681,-0.089835009,-0.047987908,-0.523108393,-0.110229491,0.007847011,-0.252418876,-0.031907285,0.02193594,-0.314962506,-0.082735239,0.002147257,-0.228227139,-0.097208893,-0.012315154,-0.171342552,-0.096352538,0.050034761,-0.219449162,-0.042686588,0.062648177,-0.265681863,-0.080684198,0.033816338,-0.189677,-0.070105462,0.012229443,-0.146009505,-0.052551316,0.077580571,-0.171163023,-0.056950396,0.092111647,-0.206279635,-0.073614022,0.062377095,-0.165338516,-0.059515043,0.04275769,-0.138385713,-0.04340786,move
0,0,0,-0.054515094,-0.081825793,-0.020726831,-0.09100312,-0.16494751,-0.032142634,-0.065135151,-0.225525677,-0.043681449,-0.015854269,-0.22498405,-0.0518869,-0.038134545,-0.276938379,-0.024309081,-0.043814033,-0.397898346,-0.060857567,-0.048495054,-0.463748872,-0.088687147,-0.048207998,-0.522525638,-0.108752119,0.007379055,-0.251947284,-0.031501061,0.022602737,-0.315604061,-0.081536057,0.001416445,-0.229162872,-0.095667186,-0.013276428,-0.172225058,-0.094618219,0.049218297,-0.219420254,-0.042195707,0.063043773,-0.26529026,-0.079861815,0.032899201,-0.189658761,-0.069555144,0.011326611,-0.146245539,-0.05219408,0.07694602,-0.171999454,-0.056416518,0.092484415,-0.206820965,-0.072575684,0.062530816,-0.166497469,-0.058543424,0.042604744,-0.139704883,-0.04262511,move
0,0,0,-0.054781467,-0.08105278,-0.020551187,-0.090907723,-0.16296041,-0.032591694,-0.065117836,-0.223581254,-0.044858002,-0.015111119,-0.220609188,-0.054041781,-0.038638622,-0.276564837,-0.024873187,-0.042883188,-0.398305148,-0.06098874,-0.046750993,-0.463493288,-0.088264999,-0.046677589,-0.521992892,-0.107974869,0.00744921,-0.252629757,-0.031901591,0.022683859,-0.314454556,-0.081224968,0.002436996,-0.227671564,-0.094454338,-0.0125193,-0.170883715,-0.0929023,0.049737155,-0.220118046,-0.042339337,0.06276834,-0.265794635,-0.079538544,0.034298897,-0.189443707,-0.068611768,0.013362467,-0.145381033,-0.05084796,0.07799387,-0.172086954,-0.056225442,0.093282461,-0.208062112,-0.072486576,0.064492881,-0.167476833,-0.058184338,0.045149684,-0.139612973,-0.041928713,move
0,0,0,-0.055310547,-0.081788659,-0.02100287,-0.090947121,-0.16409117,-0.033448575,-0.064737558,-0.224513292,-0.046265663,-0.014671832,-0.222107708,-0.056073175,-0.038143814,-0.277737141,-0.024633046,-0.043217719,-0.399019629,-0.061187962,-0.047543347,-0.46485889,-0.088831821,-0.047177136,-0.523623317,-0.108771951,0.007313788,-0.253264904,-0.031839085,0.022945225,-0.316705644,-0.082419673,0.002505422,-0.230882347,-0.096888424,-0.012553632,-0.17358011,-0.095830837,0.049326956,-0.220505893,-0.042456658,0.062573016,-0.266043484,-0.080552132,0.033358157,-0.190624952,-0.070440629,0.01179862,-0.146399677,-0.052941544,0.076786995,-0.172456384,-0.05655994,0.091728568,-0.208508253,-0.073237219,0.062129319,-0.167563677,-0.059288701,0.042361498,-0.139463723,-0.043195666,move
0,0,0,-0.053600222,-0.082339764,-0.021227666,-0.089723885,-0.163066506,-0.033297443,-0.06483829,-0.223184764,-0.045361147,-0.014480263,-0.219601512,-0.05424849,-0.037173808,-0.276292086,-0.025207792,-0.041971117,-0.398313701,-0.06213024,-0.046048939,-0.463822842,-0.090379917,-0.046353996,-0.522185594,-0.11070446,0.008604825,-0.251919687,-0.031585977,0.022413433,-0.313754022,-0.080993839,0.003035188,-0.226558685,-0.094561906,-0.011400431,-0.16902709,-0.093221188,0.050929606,-0.219315231,-0.041563046,0.063209653,-0.264708757,-0.078413636,0.03528595,-0.189104915,-0.06835051,0.013868868,-0.145317495,-0.051141859,0.078396976,-0.171474457,-0.055091754,0.093422413,-0.206348658,-0.071029955,0.064929068,-0.167377591,-0.057536506,0.045812964,-0.140609801,-0.041874577,move
0,0,0,-0.054251254,-0.08347106,-0.021633054,-0.089341938,-0.165526271,-0.03305186,-0.063572764,-0.226335645,-0.044130166,-0.012729704,-0.223339438,-0.051850927,-0.03717345,-0.279207379,-0.024057875,-0.041746885,-0.400228083,-0.06200485,-0.046722561,-0.466326296,-0.091457934,-0.046443403,-0.525107682,-0.112532065,0.007883549,-0.254826427,-0.030067711,0.023147225,-0.320228964,-0.07943979,0.003157854,-0.23209089,-0.092906573,-0.011299372,-0.173231721,-0.091466204,0.05035156,-0.221932292,-0.039942992,0.063480794,-0.270107448,-0.0764791,0.034842193,-0.192113817,-0.065524683,0.013869703,-0.148646355,-0.0478214,0.077599108,-0.172918141,-0.053500452,0.093377531,-0.210667729,-0.068792627,0.063511193,-0.169073462,-0.05437746,0.04460901,-0.142064571,-0.038339921,move
0,0,0,-0.05492267,-0.082378268,-0.021445266,-0.090840638,-0.164082527,-0.033492807,-0.064697623,-0.223444164,-0.045597467,-0.014502943,-0.220609784,-0.05448304,-0.038173199,-0.278721273,-0.024627307,-0.042781383,-0.399913311,-0.061355706,-0.04704988,-0.46538198,-0.089132319,-0.046803236,-0.52430433,-0.109125312,0.007345796,-0.254678845,-0.031345926,0.023048818,-0.317715436,-0.080631989,0.003482103,-0.230370581,-0.09385069,-0.010541469,-0.172977924,-0.092276792,0.049254477,-0.222068489,-0.04180162,0.062656879,-0.26804924,-0.078692327,0.03421092,-0.191286027,-0.06791662,0.013597131,-0.147612333,-0.050346419,0.077008367,-0.17361778,-0.055909562,0.092313945,-0.209601402,-0.071786079,0.063180149,-0.168864191,-0.057827699,0.044041157,-0.141675532,-0.042009953,move
